x,y
0.01330142672282144,0.060648035002043084
0.01393228658632863,0.0063276712306865115
0.02574874730678176,0.02429658108933831
0.052968013231179764,0.07193334580626759
0.039634612619774655,0.054150732295078635
0.06800620857489248,0.036515285945258866
0.0944601453076372,0.056220951797879275
0.06227508192237302,0.055549772099496804
0.07539366626497387,0.06536636606682981
0.09956967757672859,0.06357162007462613
0.10260413410983635,0.050707673748022875
0.1015859649004872,0.1090164346855499
0.12394778567828016,0.0901503000336731
0.14172134957129906,0.1155045750088429
0.11767579942850807,0.11872880469511751
0.12066278218667836,0.07559458113748932
0.12365272691988988,0.08399864197425674
0.11682170093692423,0.10224138853542598
0.14348852857895966,0.10524660719668164
0.16251310170070463,0.07955877364971663
0.1559272712516704,0.1307045275383094
0.11270768341093615,0.08350155282296323
0.11750575564049333,0.1040650690678837
0.1338436300193057,0.12032465966446504
0.1569120690576273,0.10861019036604305
0.3028863477458229,0.8698589460935574
0.28379530286619875,0.9258197777104304
0.2994930659580131,0.9016795400031712
0.317848905546837,0.9298403236753203
0.33068150583426786,0.9095342359718467
0.29206682954834445,0.945622029893404
0.3600921629960898,0.8855994883220561
0.3295534891290694,0.9208160457065828
0.38484840737431064,0.9110648765639205
0.3848645124111642,0.9368839289133515
0.35543664036241884,0.9430206270891897
0.4065863760548913,0.9261474296730045
0.4213517831879315,0.9475205846705952
0.40451324061189725,0.9187152414600833
0.4242753898936576,0.9295169831314721
0.4296990084907842,0.9885410159819249
0.4364062312688168,0.930417589687297
0.4147764725709354,0.9461543055442241
0.451437358738056,0.9320774918189658
0.44244941459212483,0.9576798921852385
0.446344083065834,0.9373886476569423
0.38219763426205033,0.9435895786100955
0.50382816412849,0.9415513664011326
0.44343340059689235,0.9079124522254822
0.4977050215554666,0.9037004939509147
0.5019169613614194,0.9086228926680237
0.48131753451315507,0.9225311959047527
0.48779525589729855,0.9804781141316741
0.47155939065632907,0.9178314909507994
0.4979463181781373,0.9282655837880939
0.49438601645593466,0.9719014774364491
0.46261815699683734,0.9205688892036297
0.49951730900771935,0.9125248210283907
0.49956304298158033,0.8933887822139428
0.5251879237455436,0.9204591088689004
0.5545857993553349,0.9337970506556715
0.5359641571938959,0.9426264474490619
0.5064015727775134,0.8984505495375256
0.4593530142538868,0.9493869904119084
0.4291713235207739,0.9463533128512425
0.3702660944889564,0.9886446944638949
0.3143454031377597,0.917877885354006
0.40793432469930707,0.9238723837686021
0.7165821801521481,0.8026660776875081
0.6593479282488877,0.7744454064282188
0.6848603510637911,0.7552893064682901
0.6905060037420949,0.7471682894131354
0.7532115594073415,0.7326237718480889
0.7181217564339417,0.7396939253817675
0.6861829309732781,0.7580841965706453
0.7058205058392688,0.822889204713148
0.7166634786794621,0.7631921965943853
0.6859523345290955,0.7912936826134861
0.7407952865613643,0.7721413862715109
0.7066131539269667,0.8193638262570638
0.7093059364533162,0.8165735942015134
0.722820456757963,0.7802061213444166
0.6784246537381018,0.7739188584424179
0.671372805205299,0.7871697623063819
0.7121705423306582,0.7966897160586863
0.7156502457217558,0.7969343805989451
0.7350245368598641,0.799259718067959
0.7375504643309032,0.7441333326144669
0.768301554389617,0.7311961539785636
0.7333100149363778,0.8174096876791316
0.8548569539974531,0.14448439075814912
0.8482284146995326,0.14284236406338813
0.8812357982388919,0.14890519995475926
0.8911962679522605,0.10847994151964996
0.894804288105,0.11920517671846473
0.8710142419799424,0.10833652127029056
0.9022855448243742,0.07588591591446331
0.9549742449198138,0.0812304191216787
0.94610370866536,0.0969789910256829
0.9360047128934179,0.06509005950647909
0.9528990158907727,0.09786818770363499
0.9169425679931159,0.10624283011506835
0.9261153524502763,0.08641249042827157
0.942230662949054,0.11533727284253426
0.9127914345619299,0.1292981543269553
0.919671395177958,0.1198654328031547
0.8712285907277588,0.13890334504118287
0.8779615718535901,0.15871592791889017
0.8797336196582618,0.16322418526149085
0.8595128461460506,0.17026609736326848
0.8497390953022406,0.14233127021588912
0.8596080089958138,0.14554259740262426
0.9273351371622129,0.1418191189604987
0.9284877287546229,0.07350721497595507
0.9025616247093646,0.08615436367154339
0.9476575558889377,0.0770573558535017
0.9467055507777079,0.08129927506725289
0.9381931095781681,0.08425912649364202
0.9559222518985366,0.05373758783261644
0.9677113506574564,0.04348459572882042
0.9807960734229764,0.0943920362113926
